,Date,Open,High,Low,Close,Adj Close,Volume,MA for 10 days,MA for 14 days,MA for 22 days,EMA of 22 Days,UBB,LBB,EMA2,EMA3,TEMA,pctB,MACD,RSI,TR,ATR,ChandelierExitL,Diff,CMO,FI,BullPower,BearPower,STCK,STCD,WilliamsR,Multiplier,MVolume,ADL,TP,SMP of TP,MAD of TP,CCI,KAMA
37,7/17/2002,1.145,1.163571,1.075714,1.089286,1.089286,1261400,1.1826429,1.140714286,1.073733773,1.103624541,1.313031461,0.834436085,,,,10.6499113,0.094395622,47.47862883,0.087857,0.084062499,1.024241504,-0.037143,-1013.862324,-46852.1802,0.059946459,-0.027910541,54.06251436,65.23853688,-45.93748564,-0.6910434,-871682.1448,-14654853,1.109523667,1.073647212,16.88590864,0.141642578,1.114251528
38,7/18/2002,1.117143,1.166429,1.110714,1.149286,1.149286,2899400,1.1761429,1.155408214,1.084058455,1.106104123,1.315417158,0.852699751,,,,12.81932533,0.104679513,52.548253,0.077143,0.083686745,1.025368765,0.06,-373.144,173964,0.060324877,0.004609877,67.18751025,65.88885472,-32.81248975,0.384618146,1115161.852,-13539691.15,1.142143,1.081634227,16.88590864,0.238892574,1.126149277
39,7/19/2002,1.152857,1.160714,1.122143,1.16,1.16,1792000,1.1645,1.166887786,1.095389636,1.109005191,1.315307402,0.87547187,,,,12.93793288,0.101025673,53.41300091,0.038571,0.081258288,1.032654137,0.010714,-365.1691403,19199.488,0.051708809,0.013137809,69.53119702,67.10379089,-30.46880298,0.962977366,1725655.441,-11814035.71,1.147619,1.093008682,16.88590864,0.215605092,1.135150561
40,7/22/2002,1.135714,1.179286,1.115,1.170714,1.170714,1993600,1.164,1.177091857,1.105357136,1.112299227,1.317679195,0.893035078,,,,13.07819471,0.094015558,54.30969854,0.064286,0.080352301,1.035372096,0.010714,-2381.863307,21359.4304,0.066986773,0.002700773,68.36544636,67.52453251,-31.63455364,0.733316741,1461940.254,-10352095.45,1.155,1.102467545,16.88590864,0.207401551,1.150577406
41,7/23/2002,1.176429,1.213571,1.130714,1.146429,1.146429,1577800,1.1625715,1.175204143,1.113961045,1.11410676,1.316217043,0.911705048,,,,11.60529008,0.077028378,51.87250694,0.082857,0.080484952,1.034974145,-0.024285,3700,-38316.873,0.09946424,0.01660724,59.54633631,64.86433378,-43.40764973,-0.62067176,-979295.9026,-11331391.35,1.163571333,1.11070347,16.88590864,0.208725768,1.148860017
42,7/24/2002,1.146429,1.159286,1.074286,1.114286,1.114286,3355800,1.157643,1.168061286,1.120097409,1.114116182,1.313216491,0.926978327,1.085915924,,,9.699076391,0.064519263,48.7539406,0.085,0.08072229,1.034262131,-0.032143,-2283.444172,-107865.4794,0.045169818,-0.039830182,51.03967903,60.25519146,-52.53547564,-0.058823529,-197400,-11528791.35,1.115952667,1.117240273,16.88590864,-0.005083553,1.136790122
43,7/25/2002,1.125,1.127857,1.035,1.036429,1.036429,4755800,1.1343573,1.150918429,1.122727318,1.110061312,1.309232602,0.936222034,1.087586479,,,5.372875433,0.049326987,42.14463298,0.092857,0.081355659,1.032362023,-0.077857,-205.0683871,-370272.3206,0.017795688,-0.075061312,30.43479412,50.31373027,-74.64495958,-0.969221491,-4609423.567,-16138214.92,1.066428667,1.121017333,16.88590864,-0.21551961,1.131684953
44,7/26/2002,1.05,1.058571,0.85,0.871429,0.871429,7046200,1.1007145,1.129183786,1.118506545,1.097689329,1.323339776,0.913673315,1.088269264,,,-2.062376035,0.028058744,32.18627171,0.208571,0.087951187,1.01257544,-0.165,-194.99965,-1162623,-0.039118329,-0.247689329,4.769567714,35.13098989,-121.5009243,-0.794516016,-5598318.753,-21736533.67,0.926666667,1.118917758,16.88590864,-0.759019824,1.130727492
45,7/29/2002,0.896429,0.924286,0.85,0.876429,0.876429,3260600,1.0740717,1.108877714,1.113409182,1.086290848,1.336555125,0.890263238,1.088138451,,,-0.619963687,-0.001574955,32.70518874,0.074286,0.087247209,1.014687373,0.005,-159.9997053,16303,-0.162004848,-0.236290848,5.88244459,25.38089561,-111.9092673,-0.288452737,-940528.9934,-22677062.67,0.883571667,1.115043303,16.88590864,-0.913865091,1.108257606
46,7/30/2002,0.893571,0.942857,0.893571,0.914286,0.914286,3777200,1.0528574,1.091071643,1.112078045,1.077483209,1.339772553,0.884383538,1.087448188,,,1.313271104,-0.023539205,36.65737354,0.066428,0.086181146,1.017885563,0.037857,-169.1424,142993.4604,-0.134626209,-0.183912209,14.30848057,21.68994442,-108.0159022,-0.159396177,-602071.2413,-23279133.91,0.916904667,1.112705652,16.88590864,-0.773035036,1.082476134
47,7/31/2002,0.928571,0.96,0.905714,0.953571,0.953571,3333400,1.0392859,1.068520571,1.110000091,1.071174473,1.342785536,0.877214645,1.086413942,,,3.280117212,-0.0383515,40.558674,0.054286,0.08455727,1.022757191,0.039285,-242.04,130952.619,-0.111174473,-0.165460473,23.05235418,22.144093,-102.1097433,0.763143352,2543862.049,-20735271.86,0.939761667,1.110367985,16.88590864,-0.673564852,1.053546847
48,8/1/2002,0.95,0.96,0.877857,0.891429,0.891429,4529000,1.0135002,1.045918571,1.103798818,1.062072781,1.35248006,0.855117576,1.084894484,,,1.460159351,-0.055132641,36.70735433,0.082143,0.084435019,1.023123942,-0.062142,-205.8375699,-281441.118,-0.102072781,-0.184215781,9.221075217,17.83634458,-133.1000003,-0.669551879,-3032400.46,-23767672.32,0.909762,1.105248939,16.88590864,-0.771795164,1.040723457
49,8/2/2002,0.886429,0.887857,0.706429,0.777857,0.777857,6655600,0.9752859,1.019847143,1.085844273,1.047755267,1.368366714,0.803321831,1.082614811,,,-0.901338352,-0.072980673,30.92722557,0.185,0.089501031,1.007925906,-0.113572,-169.1481954,-755889.8032,-0.159898267,-0.341326267,12.04809929,15.90690685,-200.5496154,-0.212602244,-1414995.498,-25182667.82,0.790714333,1.089567121,16.88590864,-1.179890264,1.033982509
50,8/5/2002,0.778571,0.812857,0.760714,0.775,0.775,3808000,0.9357145,0.994745071,1.065876727,1.034082365,1.371507941,0.760245514,1.079682505,,,0.482754568,-0.097687673,30.79585432,0.052143,0.087628317,1.013544049,-0.002857,-141.8177607,-10879.456,-0.221225365,-0.273368365,11.56619556,14.45999176,-288.9758528,-0.452045337,-1721388.643,-26904056.46,0.782857,1.071417758,16.88590864,-1.139256658,1.019191116
51,8/6/2002,0.795714,0.803571,0.742857,0.760714,0.760714,3217200,0.897143,0.971275643,1.042435136,1.020442487,1.359297027,0.725573245,1.076156026,,,1.10902433,-0.12178566,30.10717899,0.060714,0.086285411,1.017572767,-0.014286,-144.2302567,-45960.9192,-0.216871487,-0.277585487,9.15650823,12.6921547,-628.3287639,-0.411766644,-1324735.646,-28228792.11,0.769047333,1.04896103,16.88590864,-1.1051175,1.005144624
52,8/7/2002,0.760714,0.793571,0.742857,0.793571,0.793571,2758000,0.8650715,0.945867429,1.025065,1.009172647,1.353013858,0.697116142,1.072223935,,,2.94115548,-0.144203244,33.77530448,0.050714,0.084518402,1.015730795,0.032857,-146.4640865,90619.606,-0.215601647,-0.266315647,15.19288806,13.52573539,-433.7577914,1,2758000,-25470792.11,0.776666333,1.02978353,16.88590864,-0.999323173,0.986888513
53,8/8/2002,0.796429,0.803571,0.750714,0.796429,0.796429,2283400,0.8410715,0.919898071,1.008506591,0.998649023,1.344443566,0.672569615,1.067961376,,,3.686982786,-0.15889191,34.09928637,0.052857,0.082952232,1.020429305,0.002858,-194.7047246,6525.9572,-0.195078023,-0.247935023,15.69116988,14.24754856,-291.8105893,0.729761432,1666337.253,-23804454.85,0.783571333,1.012803,16.88590864,-0.905021544,0.962061767
54,8/9/2002,0.798571,0.821429,0.778571,0.787143,0.787143,1500800,0.8326429,0.892500143,0.991396227,0.988228423,1.332542117,0.650250338,1.063398991,,,4.012730811,-0.16972525,33.52540006,0.042858,0.080976846,1.026355462,-0.009286,-414.2853333,-13936.4288,-0.166799423,-0.209657423,14.07218984,14.18909556,-333.3335588,-0.599981334,-900451.9856,-24704906.84,0.795714333,0.996331152,16.88590864,-0.792048259,0.917748717
55,8/12/2002,0.802857,0.807143,0.753571,0.757143,0.757143,2130800,0.8207143,0.864694,0.968117,0.976886433,1.299557514,0.636676486,1.058506241,,,3.634634534,-0.173026545,31.67093472,0.053572,0.079631779,1.030390664,-0.03,-352.798871,-63924,-0.169743433,-0.223315433,8.841799882,12.40666183,-355.3393637,-0.866646756,-1846650.907,-26551557.75,0.772619,0.975681803,16.88590864,-0.801705167,0.886847245
56,8/13/2002,0.767857,0.805,0.754286,0.772857,0.772857,1677200,0.8065714,0.840306214,0.948344273,0.966908576,1.271653748,0.625034798,1.053382776,,,4.572158065,-0.165746378,33.73848597,0.050714,0.078217583,0.97320425,0.015714,-195.4544587,26355.5208,-0.161908576,-0.212622576,11.58147814,12.13160041,-696.0799923,-0.267618409,-448849.5958,-27000407.34,0.777381,0.955032455,16.88590864,-0.701379509,0.869562933
57,8/14/2002,0.775714,0.833571,0.771429,0.833571,0.833571,4047400,0.7945714,0.825816357,0.934285818,0.96041025,1.248933605,0.619638031,1.048236342,,,6.799125173,-0.156735455,41.14813769,0.062142,0.077434125,0.938411624,0.060714,-156.9175603,245733.8436,-0.12683925,-0.18898125,23.45178938,15.90499846,-241.0800386,1,4047400,-22953007.34,0.812857,0.939437212,16.88590864,-0.499746919,0.863457882
58,8/15/2002,0.837143,0.910714,0.832857,0.882857,0.882857,3263400,0.7937142,0.826632643,0.923214364,0.956642984,1.226465378,0.619963349,1.043215953,,,8.669176301,-0.148557846,46.38907704,0.077857,0.077454667,0.938349999,0.049286,-487.6490719,160839.9324,-0.045928984,-0.123785984,34.78867852,22.1995604,-302.6160955,0.284406026,928130.6267,-22024876.72,0.875476,0.927900394,16.88590864,-0.20697492,0.871613013
59,8/16/2002,0.892857,0.924286,0.857143,0.912857,0.912857,1828400,0.8072142,0.829234643,0.915194864,0.954522634,1.209233668,0.621156059,1.038399587,,,9.920491323,-0.138241872,49.34603233,0.067143,0.076955321,0.939848036,0.03,207.4838095,54852,-0.030236634,-0.097379634,40.70418147,28.36776868,-218.1347338,0.659562426,1205943.941,-20818932.77,0.898095333,0.918290015,16.88590864,-0.079729919,0.875166643
60,8/19/2002,0.925,0.984286,0.917857,0.982143,0.982143,2074800,0.8279285,0.834081571,0.907597455,0.955856197,1.184423801,0.630771109,1.033956501,,,12.69286311,-0.122001064,55.45662719,0.071429,0.0766885,0.9406485,0.069286,177.7211168,143754.5928,0.028429803,-0.037999197,54.36623273,37.03392454,-224.9997569,0.935479986,1940933.875,-18877998.9,0.961428667,0.910075727,16.88590864,0.202744748,0.877822399
61,8/20/2002,0.985,0.993571,0.921429,0.946429,0.946429,2539600,0.8465,0.833571429,0.897889682,0.955402318,1.151642423,0.644136941,1.029763253,,,11.91285887,-0.100398474,51.97605216,0.072142,0.076469605,0.941305184,-0.035714,135.4840604,-90699.2744,0.038168682,-0.033973318,47.32402365,40.46395789,-292.1883887,-0.306922458,-779460.2756,-19657459.18,0.953809667,0.901266212,16.88590864,0.207444979,0.883748713
62,8/21/2002,0.952857,0.971429,0.918571,0.968571,0.968571,2779000,0.864,0.839081571,0.888701364,0.956034632,1.114113269,0.663289458,1.025858542,,,13.54327498,-0.078196096,53.90753356,0.052858,0.075335858,0.944706426,0.022142,198.1302909,61532.618,0.015394368,-0.037463632,51.69005919,44.20599188,-248.5518053,0.891861213,2478482.311,-17178976.86,0.952857,0.892077894,16.88590864,0.239959868,0.89236554
63,8/22/2002,0.973571,0.999286,0.929286,0.983571,0.983571,2963800,0.8827142,0.853775429,0.881298727,0.957353455,1.080404539,0.682192916,1.022257503,1.05728664,0.862574495,15.13657899,-0.055558718,55.22143251,0.07,0.075080303,0.92118809,0.015,187.1373633,44457,0.041932545,-0.028067455,54.64781067,47.68659828,-277.5866855,0.551,1633053.8,-15545923.06,0.970714333,0.883311667,16.88590864,0.345071418,0.90152255
64,8/23/2002,0.993571,0.996429,0.967857,0.993571,0.993571,2406600,0.903357,0.869387643,0.875811682,0.959083831,1.053514498,0.698108866,1.018960163,1.054634934,0.875005935,16.62675588,-0.032903013,56.11947575,0.028572,0.072858263,0.895711212,0.01,166.9089946,24066,0.037345169,0.008773169,63.40677079,52.92665593,-194.9588235,0.799944001,1925145.233,-13620777.83,0.985952333,0.877402561,16.88590864,0.42856157,0.909132759
65,8/26/2002,0.996429,0.996429,0.937857,0.967857,0.967857,2644600,0.9244284,0.884183571,0.872694773,0.959502018,1.040734854,0.704654691,1.015877533,1.052015577,0.882889031,15.6630672,-0.011227231,53.16676046,0.058572,0.072177285,0.819897144,-0.025714,130.2113117,-68003.2444,0.036926982,-0.021645018,62.03384683,55.96238628,-172.3079574,0.02438025,64476.00901,-13556301.82,0.967381,0.872900394,16.88590864,0.373015584,0.912936968
66,8/27/2002,0.967857,0.967857,0.857857,0.873571,0.873571,4984000,0.9344998,0.889897857,0.872792136,0.955415021,1.040831627,0.704752646,1.012762737,1.049420171,0.877377022,10.04635004,0.007403679,44.02082032,0.11,0.073976185,0.771642444,-0.094286,163.0030769,-469921.424,0.012441979,-0.097558021,47.46437517,53.12971588,-88.69881239,-0.714290909,-3560025.891,-17116327.71,0.899761667,0.871677439,16.88590864,0.110878358,0.904022352
67,8/28/2002,0.861429,0.89,0.825,0.864286,0.864286,2275000,0.9375713,0.894744786,0.872240182,0.951089913,1.040309382,0.704170982,1.009604733,1.046840868,0.871296406,9.526731739,0.027183917,43.23211634,0.065,0.073550163,0.77292051,-0.009285,878.57,-21123.375,-0.061089913,-0.126089913,53.90241654,53.38728277,-90.43044894,0.2088,475020,-16641307.71,0.859762,0.870595182,16.88590864,-0.042770107,0.889040034
68,8/29/2002,0.832857,0.922143,0.824286,0.903571,0.903571,2395400,0.9396427,0.903061071,0.871753136,0.948839117,1.039373254,0.704133019,1.006510977,1.044277775,0.871262196,11.8982127,0.046181173,47.51668121,0.097857,0.074701489,0.769466534,0.039285,-1676.953314,94103.289,-0.026696117,-0.124553117,67.31681333,58.03045964,-90.54060446,0.620425723,1486167.777,-15155139.94,0.883333333,0.869069212,16.88590864,0.056315679,0.894745578
69,8/30/2002,0.914286,0.962857,0.894286,0.936429,0.936429,2121000,0.9419999,0.915867214,0.870973955,0.948252417,1.037153486,0.704794423,1.003560964,1.041736093,0.875810452,13.93881514,0.058598827,50.85755328,0.068571,0.074411664,0.770336008,0.032858,-3453.71527,69691.818,0.014604583,-0.053966417,78.53662368,64.86584768,-67.17500962,0.229178516,486087.6318,-14669052.3,0.931190667,0.868679621,16.88590864,0.246797677,0.910893454
70,9/3/2002,0.936429,0.963571,0.913571,0.925,0.925,1593200,0.9362856,0.926734571,0.872499909,0.947155136,1.040077195,0.704922624,1.000719491,1.039218419,0.878525352,13.13288825,0.060050321,49.67311685,0.05,0.073259678,0.773791966,-0.011429,-621.8751367,-18208.6828,0.016415864,-0.033584136,74.63403641,68.1219106,-61.17648997,-0.54284,-864852.688,-15533904.99,0.934047333,0.8697835,16.88590864,0.253717798,0.915093149
71,9/4/2002,0.925714,0.945714,0.907857,0.928571,0.928571,373800,0.9344998,0.933520286,0.879350545,0.94627967,1.042990958,0.715710133,0.997990487,1.036727448,0.881594996,13.00784224,0.059354359,50.0644373,0.037857,0.07159192,0.778795239,0.003571,-1213.304401,1334.8398,-0.00056567,-0.03842267,75.85340286,70.69907469,-24.14659714,0.094328658,35260.0523,-15498644.94,0.927380667,0.875995606,16.88590864,0.202871565,0.920363125
72,9/5/2002,0.917857,0.935714,0.910714,0.917857,0.917857,285600,0.9294284,0.936020286,0.885844045,0.944942939,1.043355368,0.728332722,0.995343648,1.034263926,0.883061799,12.03242243,0.053859846,48.83747233,0.025,0.069400681,0.785368957,-0.010714,-603.57,-3059.9184,-0.009228939,-0.034228939,68.24501129,69.88105355,-34.13183441,-0.42856,-122396.736,-15621041.68,0.921428333,0.882294303,16.88590864,0.154503699,0.919631852
73,9/6/2002,0.927857,0.935714,0.910714,0.914286,0.914286,763000,0.9224999,0.936122357,0.892824591,0.943503397,1.040396003,0.745253179,0.992768484,1.03182804,0.884032781,11.45430668,0.052692224,48.41160415,0.025,0.067315782,0.791623653,-0.003571,-360.8698299,-2724.673,-0.007789397,-0.032789397,66.85242309,68.87151006,-33.14757691,-0.71424,-544965.12,-16166006.8,0.920238,0.889166606,16.88590864,0.122671886,0.918344442
74,9/9/2002,0.919286,0.925,0.892857,0.901429,0.901429,1419600,0.9132857,0.930357071,0.897727227,0.941530696,1.038490393,0.756964062,0.990233944,1.029418288,0.883308543,10.26297879,0.046712442,46.82829813,0.032143,0.06566667,0.79657099,-0.012857,-290.9919909,-18251.7972,-0.016530696,-0.048673696,61.8385596,66.52719324,-38.1614404,-0.466633482,-662432.8905,-16828439.69,0.906428667,0.895064894,16.88590864,0.044864915,0.915272098
75,9/10/2002,0.900714,0.95,0.889286,0.945,0.945,4746000,0.911,0.930255,0.904480455,0.941693125,1.038995429,0.76996548,0.987842407,1.027039282,0.888591436,13.01227024,0.037069615,52.4981123,0.060714,0.065434791,0.797266628,0.043571,-327.95809,206787.966,0.008306875,-0.052407125,78.1608548,70.40508043,-21.8391452,0.835293343,3964302.204,-12864137.48,0.928095333,0.901634167,16.88590864,0.104470409,0.926099015
76,9/11/2002,0.938571,0.976429,0.938571,0.961429,0.961429,1629600,0.9197858,0.929744857,0.912402545,0.94261588,1.038206104,0.786598987,0.985622627,1.024696948,0.895676707,13.89706422,0.027220769,54.46957365,0.037858,0.064145432,0.801134705,0.016429,233.995996,26772.6984,0.03381312,-0.00404488,84.59312618,75.13442902,-17.15198333,0.207565112,338248.1061,-12525889.38,0.958809667,0.909047591,16.88590864,0.196463915,0.930430526
77,9/12/2002,0.962857,0.967143,0.914286,0.925,0.925,1943200,0.9258572,0.925561214,0.920032409,0.941793316,1.025014724,0.815050094,0.983479198,1.022391455,0.897333809,10.47318359,0.01733066,49.55808939,0.052857,0.063618324,0.802716027,-0.036429,179.4107656,-70788.8328,0.025349684,-0.027507316,69.76741347,73.34542383,-30.23258653,-0.59460431,-1155435.095,-13681324.47,0.935476333,0.916450197,16.88590864,0.075116425,0.929296856
78,9/13/2002,0.921429,0.927143,0.864286,0.878571,0.878571,2485000,0.9233572,0.917346929,0.924837591,0.938844838,1.009254048,0.840421133,0.981303903,1.020117081,0.892739887,4.519245146,0.014478096,44.10018465,0.062857,0.063582819,0.802822544,-0.046429,799.9860003,-115376.065,-0.011701838,-0.074558838,50.72857143,65.80647303,-49.27142857,-0.54547624,-1355508.456,-15036832.93,0.89,0.921569242,16.88590864,-0.124637424,0.912300088
